AppointmentID,AppointmentDate,AppointmentTime,BookingDate,CustomerID,StaffID,ServiceID,Status,BookingChannel,DiscountPct,NetRevenue,BookedMinutes
A00852,2026-05-05,13:30,2026-05-05,C112,ST04,SV02,Completed,Online,0,32,40
A00853,2026-05-05,15:30,2026-04-27,C132,ST03,SV04,Completed,Phone,0,145,150
A00854,2026-05-05,18:30,2026-04-20,C176,ST05,SV01,Completed,Phone,0,55,60
A00855,2026-05-06,14:30,2026-04-16,C107,ST02,SV05,Completed,Walk-in,0.1,27.0,45
A00856,2026-05-06,10:30,2026-04-29,C146,ST02,SV05,Cancelled,Walk-in,0,0,45
A00857,2026-05-06,18:00,2026-05-05,C143,ST01,SV05,Completed,Phone,0,30,45
A00858,2026-05-06,16:00,2026-04-26,C155,ST04,SV02,Completed,Phone,0,32,40
A00859,2026-05-06,09:30,2026-05-06,C071,ST02,SV03,Completed,Online,0.1,103.5,120
A00860,2026-05-06,09:30,2026-04-25,C037,ST04,SV08,Completed,Walk-in,0.1,22.5,30
A00861,2026-05-07,15:00,2026-04-22,C009,ST02,SV08,Cancelled,Walk-in,0,0,30
A00862,2026-05-07,14:00,2026-04-19,C033,ST04,SV06,Completed,Walk-in,0,48,75
A00863,2026-05-07,16:00,2026-04-25,C038,ST01,SV02,Completed,Online,0.05,30.4,40
A00864,2026-05-07,13:30,2026-04-17,C179,ST05,SV02,Completed,Phone,0.1,28.8,40
A00865,2026-05-07,13:00,2026-04-28,C050,ST04,SV06,Completed,Walk-in,0.1,43.2,75
A00866,2026-05-07,14:00,2026-04-17,C166,ST04,SV08,Completed,Walk-in,0,25,30
A00867,2026-05-07,11:30,2026-05-05,C178,ST01,SV02,Completed,Phone,0,32,40
A00868,2026-05-07,14:30,2026-05-07,C110,ST02,SV07,Cancelled,Phone,0,0,60
A00869,2026-05-07,18:00,2026-04-30,C094,ST03,SV03,Completed,Walk-in,0.1,103.5,120
A00870,2026-05-08,12:30,2026-05-03,C118,ST01,SV05,Completed,Online,0.05,28.5,45
A00871,2026-05-08,16:30,2026-04-27,C042,ST01,SV03,Cancelled,Online,0,0,120
A00872,2026-05-08,09:30,2026-05-02,C045,ST02,SV07,Cancelled,Online,0.1,0,60
A00873,2026-05-08,13:00,2026-05-07,C167,ST04,SV01,Cancelled,Phone,0,0,60
A00874,2026-05-08,11:30,2026-04-30,C059,ST02,SV04,Completed,Walk-in,0.1,130.5,150
A00875,2026-05-08,13:30,2026-04-23,C071,ST05,SV03,Completed,Phone,0,115,120
A00876,2026-05-08,17:30,2026-04-24,C021,ST02,SV04,No-show,Walk-in,0,0,150
A00877,2026-05-08,11:30,2026-05-06,C018,ST04,SV07,Completed,Walk-in,0.1,63.0,60
A00878,2026-05-08,14:00,2026-04-22,C030,ST02,SV01,Completed,Phone,0.1,49.5,60
A00879,2026-05-09,18:00,2026-04-25,C167,ST01,SV07,Completed,Online,0.1,63.0,60
A00880,2026-05-09,10:30,2026-04-26,C051,ST05,SV04,Completed,Online,0,145,150
A00881,2026-05-09,09:00,2026-05-09,C104,ST05,SV05,Completed,Online,0,30,45
A00882,2026-05-09,16:30,2026-05-05,C114,ST02,SV02,Completed,Online,0,32,40
A00883,2026-05-09,15:00,2026-04-25,C075,ST02,SV01,Completed,Walk-in,0.05,52.25,60
A00884,2026-05-09,17:00,2026-05-03,C158,ST01,SV03,Completed,Online,0,115,120
A00885,2026-05-11,12:00,2026-04-24,C148,ST02,SV07,Completed,Walk-in,0,70,60
A00886,2026-05-11,10:00,2026-04-30,C066,ST02,SV03,Completed,Walk-in,0,115,120
A00887,2026-05-11,10:30,2026-04-20,C069,ST01,SV04,Completed,Phone,0.1,130.5,150
A00888,2026-05-11,18:00,2026-05-10,C029,ST04,SV02,Completed,Walk-in,0.1,28.8,40
A00889,2026-05-11,18:30,2026-04-20,C034,ST02,SV03,Completed,Phone,0.1,103.5,120
A00890,2026-05-11,10:00,2026-04-25,C078,ST05,SV08,Completed,Online,0.1,22.5,30
A00891,2026-05-11,10:00,2026-04-26,C090,ST05,SV02,Cancelled,Walk-in,0,0,40
A00892,2026-05-11,15:30,2026-05-04,C033,ST04,SV03,Completed,Phone,0,115,120
A00893,2026-05-12,16:30,2026-04-21,C102,ST01,SV02,Cancelled,Walk-in,0,0,40
A00894,2026-05-12,10:30,2026-05-05,C029,ST03,SV04,Completed,Walk-in,0.1,130.5,150
A00895,2026-05-12,18:00,2026-04-24,C162,ST05,SV01,Completed,Walk-in,0.05,52.25,60
A00896,2026-05-12,15:30,2026-05-06,C110,ST03,SV04,Completed,Phone,0.05,137.75,150
A00897,2026-05-12,15:30,2026-04-30,C043,ST02,SV05,Completed,Walk-in,0,30,45
A00898,2026-05-12,16:00,2026-04-21,C011,ST02,SV08,Completed,Walk-in,0,25,30
A00899,2026-05-12,09:00,2026-05-03,C041,ST04,SV04,Completed,Online,0.05,137.75,150
A00900,2026-05-12,10:00,2026-05-06,C135,ST01,SV03,Completed,Walk-in,0.05,109.25,120
A00901,2026-05-12,14:30,2026-05-07,C043,ST04,SV07,Completed,Walk-in,0,70,60
A00902,2026-05-12,14:30,2026-05-07,C089,ST04,SV07,Cancelled,Online,0,0,60
A00903,2026-05-12,10:00,2026-05-01,C153,ST05,SV03,Completed,Online,0,115,120
A00904,2026-05-13,11:30,2026-05-03,C165,ST05,SV07,No-show,Online,0,0,60
A00905,2026-05-13,09:00,2026-04-28,C017,ST01,SV01,Completed,Walk-in,0,55,60
A00906,2026-05-13,16:00,2026-05-03,C145,ST05,SV02,Completed,Walk-in,0.1,28.8,40
A00907,2026-05-13,18:00,2026-04-26,C156,ST02,SV08,Completed,Phone,0,25,30
A00908,2026-05-13,18:00,2026-05-08,C017,ST01,SV02,Completed,Phone,0.1,28.8,40
A00909,2026-05-13,10:00,2026-05-03,C037,ST04,SV08,Completed,Phone,0.1,22.5,30
A00910,2026-05-14,17:30,2026-04-25,C135,ST01,SV02,Cancelled,Online,0,0,40
A00911,2026-05-14,10:00,2026-05-01,C165,ST03,SV05,Completed,Phone,0,30,45
A00912,2026-05-14,16:30,2026-05-05,C148,ST05,SV04,Completed,Online,0,145,150
A00913,2026-05-14,13:00,2026-05-06,C141,ST03,SV07,Completed,Phone,0,70,60
A00914,2026-05-14,09:00,2026-04-29,C083,ST01,SV04,Completed,Phone,0.1,130.5,150
A00915,2026-05-14,15:30,2026-05-01,C134,ST04,SV08,Completed,Walk-in,0,25,30
A00916,2026-05-14,10:00,2026-04-28,C178,ST01,SV03,Completed,Walk-in,0,115,120
A00917,2026-05-15,17:00,2026-04-29,C009,ST04,SV02,Cancelled,Online,0,0,40
A00918,2026-05-15,09:00,2026-04-26,C001,ST03,SV03,Completed,Walk-in,0.1,103.5,120
A00919,2026-05-15,12:30,2026-05-02,C090,ST02,SV08,Completed,Walk-in,0,25,30
A00920,2026-05-15,15:30,2026-04-25,C169,ST01,SV08,Cancelled,Walk-in,0,0,30
A00921,2026-05-15,12:30,2026-05-09,C163,ST03,SV04,Completed,Online,0.05,137.75,150
A00922,2026-05-16,11:30,2026-05-15,C092,ST04,SV01,Completed,Walk-in,0,55,60
A00923,2026-05-16,10:00,2026-05-04,C135,ST05,SV04,Cancelled,Phone,0,0,150
A00924,2026-05-16,14:30,2026-04-28,C095,ST03,SV08,Completed,Phone,0,25,30
A00925,2026-05-16,13:30,2026-05-15,C162,ST02,SV05,Completed,Online,0,30,45
A00926,2026-05-16,12:00,2026-05-05,C063,ST01,SV05,Completed,Phone,0.1,27.0,45
A00927,2026-05-18,10:30,2026-05-12,C028,ST05,SV04,Completed,Walk-in,0.1,130.5,150
A00928,2026-05-18,10:00,2026-05-08,C074,ST01,SV04,Completed,Online,0,145,150
A00929,2026-05-18,10:30,2026-04-30,C098,ST04,SV03,Completed,Walk-in,0,115,120
A00930,2026-05-18,14:00,2026-05-13,C161,ST04,SV07,Completed,Walk-in,0,70,60
A00931,2026-05-18,17:00,2026-05-11,C097,ST03,SV07,Completed,Walk-in,0,70,60
A00932,2026-05-19,15:00,2026-04-28,C163,ST05,SV05,Completed,Walk-in,0,30,45
A00933,2026-05-19,16:30,2026-05-07,C156,ST01,SV04,Completed,Online,0,145,150
A00934,2026-05-19,16:00,2026-05-02,C163,ST05,SV05,Completed,Phone,0.1,27.0,45
A00935,2026-05-19,17:00,2026-05-11,C131,ST01,SV08,Completed,Phone,0,25,30
A00936,2026-05-19,16:30,2026-05-19,C155,ST04,SV04,Completed,Phone,0,145,150
A00937,2026-05-19,14:00,2026-05-16,C003,ST05,SV01,Completed,Online,0,55,60
A00938,2026-05-19,15:00,2026-05-11,C065,ST04,SV06,Completed,Online,0,48,75
A00939,2026-05-19,12:30,2026-04-30,C177,ST01,SV07,Completed,Online,0,70,60
A00940,2026-05-19,18:30,2026-05-04,C034,ST02,SV01,Cancelled,Phone,0.05,0,60
A00941,2026-05-20,10:30,2026-05-04,C105,ST01,SV05,Completed,Online,0.1,27.0,45
A00942,2026-05-20,10:00,2026-05-09,C031,ST04,SV03,Cancelled,Online,0,0,120
A00943,2026-05-20,09:30,2026-05-04,C066,ST05,SV07,Cancelled,Phone,0.1,0,60
A00944,2026-05-20,15:30,2026-05-18,C079,ST01,SV07,Completed,Online,0.05,66.5,60
A00945,2026-05-20,17:30,2026-05-18,C144,ST01,SV06,Completed,Phone,0,48,75
A00946,2026-05-20,17:30,2026-05-08,C146,ST01,SV01,Completed,Walk-in,0,55,60
A00947,2026-05-21,18:30,2026-05-17,C058,ST02,SV05,Completed,Online,0,30,45
A00948,2026-05-21,12:30,2026-05-18,C065,ST02,SV03,Completed,Online,0,115,120
A00949,2026-05-21,13:00,2026-05-07,C097,ST04,SV01,Cancelled,Walk-in,0,0,60
A00950,2026-05-21,11:30,2026-05-03,C013,ST03,SV05,No-show,Walk-in,0,0,45
A00951,2026-05-21,14:30,2026-04-30,C045,ST02,SV05,Completed,Phone,0,30,45
A00952,2026-05-21,12:30,2026-05-01,C041,ST05,SV03,No-show,Phone,0.05,0,120
A00953,2026-05-21,18:30,2026-05-14,C100,ST03,SV05,Completed,Walk-in,0,30,45
A00954,2026-05-21,16:30,2026-05-18,C140,ST04,SV08,Completed,Walk-in,0.1,22.5,30
A00955,2026-05-21,13:30,2026-05-07,C143,ST01,SV04,Completed,Walk-in,0.1,130.5,150
A00956,2026-05-21,15:30,2026-05-13,C130,ST04,SV04,Completed,Phone,0,145,150
A00957,2026-05-21,13:30,2026-05-08,C111,ST03,SV07,Cancelled,Walk-in,0,0,60
A00958,2026-05-22,14:30,2026-05-03,C069,ST04,SV06,Completed,Walk-in,0.1,43.2,75
A00959,2026-05-22,16:30,2026-05-09,C065,ST04,SV06,Completed,Phone,0.05,45.6,75
A00960,2026-05-22,13:30,2026-05-06,C040,ST04,SV04,Completed,Online,0,145,150
A00961,2026-05-22,17:00,2026-05-08,C099,ST02,SV07,No-show,Online,0,0,60
A00962,2026-05-22,12:30,2026-05-08,C136,ST03,SV07,Completed,Phone,0,70,60
A00963,2026-05-22,17:30,2026-05-13,C025,ST03,SV03,Cancelled,Phone,0,0,120
A00964,2026-05-23,17:00,2026-05-08,C156,ST03,SV01,Completed,Phone,0,55,60
A00965,2026-05-23,18:30,2026-05-17,C127,ST02,SV06,Completed,Online,0,48,75
A00966,2026-05-23,16:00,2026-05-10,C032,ST03,SV03,Cancelled,Walk-in,0,0,120
A00967,2026-05-23,16:00,2026-05-05,C049,ST04,SV03,Completed,Walk-in,0.1,103.5,120
A00968,2026-05-23,15:30,2026-05-07,C103,ST02,SV07,No-show,Online,0,0,60
A00969,2026-05-23,17:30,2026-05-16,C159,ST04,SV08,Completed,Online,0,25,30
A00970,2026-05-23,18:30,2026-05-03,C153,ST03,SV06,Completed,Phone,0.05,45.6,75
A00971,2026-05-23,15:00,2026-05-02,C065,ST01,SV07,Completed,Phone,0.1,63.0,60
A00972,2026-05-23,18:00,2026-05-03,C092,ST05,SV05,Completed,Phone,0,30,45
A00973,2026-05-23,12:00,2026-05-15,C030,ST04,SV04,No-show,Walk-in,0.1,0,150
A00974,2026-05-23,13:30,2026-05-16,C102,ST02,SV08,Completed,Online,0.05,23.75,30
A00975,2026-05-25,11:30,2026-05-11,C092,ST05,SV05,Completed,Walk-in,0.05,28.5,45
A00976,2026-05-25,17:00,2026-05-25,C121,ST04,SV06,Cancelled,Online,0,0,75
A00977,2026-05-25,09:00,2026-05-04,C024,ST01,SV01,Completed,Walk-in,0,55,60
A00978,2026-05-25,15:00,2026-05-18,C029,ST02,SV08,Completed,Walk-in,0,25,30
A00979,2026-05-25,16:00,2026-05-24,C166,ST01,SV03,Completed,Walk-in,0,115,120
A00980,2026-05-25,11:30,2026-05-04,C161,ST04,SV01,Cancelled,Phone,0,0,60
A00981,2026-05-25,14:30,2026-05-04,C028,ST04,SV02,Completed,Online,0,32,40
A00982,2026-05-25,10:30,2026-05-06,C148,ST05,SV06,Completed,Phone,0.05,45.6,75
A00983,2026-05-26,10:00,2026-05-20,C133,ST04,SV01,Completed,Phone,0,55,60
A00984,2026-05-26,16:30,2026-05-21,C035,ST03,SV05,Completed,Online,0.1,27.0,45
A00985,2026-05-26,16:00,2026-05-19,C009,ST01,SV03,Completed,Online,0,115,120
A00986,2026-05-26,18:30,2026-05-05,C132,ST03,SV08,Cancelled,Online,0,0,30
A00987,2026-05-26,16:30,2026-05-09,C073,ST05,SV05,Completed,Phone,0,30,45
A00988,2026-05-26,15:00,2026-05-07,C132,ST02,SV04,Completed,Walk-in,0,145,150
A00989,2026-05-26,11:30,2026-05-20,C093,ST01,SV01,Completed,Online,0.05,52.25,60
A00990,2026-05-27,16:30,2026-05-27,C016,ST01,SV07,Completed,Walk-in,0,70,60
A00991,2026-05-27,18:00,2026-05-16,C036,ST04,SV06,Completed,Walk-in,0,48,75
A00992,2026-05-27,12:00,2026-05-08,C009,ST03,SV08,No-show,Walk-in,0.1,0,30
A00993,2026-05-27,11:30,2026-05-06,C133,ST02,SV03,Completed,Walk-in,0,115,120
A00994,2026-05-27,18:30,2026-05-10,C014,ST02,SV06,Completed,Online,0.1,43.2,75
A00995,2026-05-27,13:00,2026-05-06,C016,ST05,SV03,Completed,Walk-in,0.05,109.25,120
A00996,2026-05-27,14:30,2026-05-06,C173,ST03,SV03,Completed,Walk-in,0.05,109.25,120
A00997,2026-05-27,12:30,2026-05-21,C087,ST03,SV07,Cancelled,Walk-in,0,0,60
A00998,2026-05-27,17:00,2026-05-09,C109,ST04,SV01,Completed,Phone,0.05,52.25,60
A00999,2026-05-28,18:00,2026-05-19,C133,ST05,SV05,Cancelled,Online,0,0,45
A01000,2026-05-28,13:30,2026-05-19,C152,ST02,SV08,Completed,Walk-in,0.1,22.5,30
A01001,2026-05-28,16:30,2026-05-07,C103,ST05,SV07,Completed,Walk-in,0,70,60
A01002,2026-05-28,11:00,2026-05-28,C135,ST05,SV07,Completed,Online,0,70,60
A01003,2026-05-28,17:30,2026-05-08,C006,ST05,SV05,Completed,Online,0,30,45
A01004,2026-05-28,17:00,2026-05-11,C039,ST04,SV05,Completed,Phone,0.05,28.5,45
A01005,2026-05-28,10:00,2026-05-12,C111,ST05,SV08,Completed,Walk-in,0,25,30
A01006,2026-05-28,16:00,2026-05-09,C076,ST05,SV08,Completed,Online,0,25,30
A01007,2026-05-28,17:00,2026-05-24,C025,ST04,SV06,Completed,Online,0.1,43.2,75
A01008,2026-05-29,16:00,2026-05-16,C091,ST04,SV07,Completed,Phone,0.05,66.5,60
A01009,2026-05-29,17:30,2026-05-10,C024,ST02,SV07,No-show,Walk-in,0,0,60
A01010,2026-05-29,10:30,2026-05-28,C166,ST01,SV04,Completed,Online,0.05,137.75,150
A01011,2026-05-29,09:30,2026-05-14,C155,ST02,SV05,Completed,Phone,0.05,28.5,45
A01012,2026-05-29,12:00,2026-05-27,C134,ST02,SV01,Completed,Walk-in,0,55,60
A01013,2026-05-29,15:00,2026-05-24,C071,ST05,SV01,Completed,Online,0,55,60
A01014,2026-05-29,15:00,2026-05-09,C132,ST04,SV05,Completed,Walk-in,0,30,45
A01015,2026-05-29,09:30,2026-05-28,C105,ST02,SV08,Completed,Phone,0,25,30
A01016,2026-05-30,17:00,2026-05-13,C147,ST02,SV08,No-show,Phone,0.05,0,30
A01017,2026-05-30,12:30,2026-05-28,C078,ST03,SV01,Cancelled,Phone,0,0,60
A01018,2026-05-30,12:00,2026-05-28,C088,ST05,SV02,Completed,Walk-in,0,32,40
A01019,2026-05-30,14:00,2026-05-10,C006,ST04,SV06,Completed,Walk-in,0.05,45.6,75
A01020,2026-05-30,12:30,2026-05-13,C074,ST05,SV01,Cancelled,Phone,0,0,60
A01021,2026-05-30,16:30,2026-05-28,C079,ST01,SV01,No-show,Walk-in,0.05,0,60
A01022,2026-05-30,18:00,2026-05-16,C048,ST05,SV01,No-show,Walk-in,0,0,60
A01023,2026-05-30,13:30,2026-05-09,C149,ST03,SV07,Completed,Phone,0,70,60
A01024,2026-05-30,15:30,2026-05-22,C001,ST02,SV06,Completed,Walk-in,0.1,43.2,75
A01025,2026-06-01,13:00,2026-05-29,C003,ST04,SV08,Completed,Walk-in,0,25,30
A01026,2026-06-01,17:30,2026-05-17,C039,ST03,SV07,Completed,Walk-in,0.1,63.0,60
A01027,2026-06-01,16:30,2026-05-19,C130,ST03,SV01,Completed,Walk-in,0,55,60
A01028,2026-06-01,11:00,2026-05-17,C036,ST01,SV05,Cancelled,Walk-in,0.05,0,45
A01029,2026-06-01,12:00,2026-05-24,C025,ST01,SV01,Completed,Online,0,55,60
A01030,2026-06-01,18:30,2026-05-30,C090,ST02,SV04,No-show,Phone,0,0,150
A01031,2026-06-01,16:00,2026-05-24,C120,ST01,SV04,Completed,Phone,0,145,150
A01032,2026-06-01,17:30,2026-05-19,C093,ST01,SV04,Completed,Phone,0,145,150
A01033,2026-06-01,10:30,2026-05-16,C131,ST01,SV02,Completed,Online,0,32,40
A01034,2026-06-02,13:00,2026-06-02,C028,ST03,SV05,Completed,Phone,0,30,45
A01035,2026-06-02,09:30,2026-05-21,C164,ST02,SV01,Completed,Walk-in,0.05,52.25,60
A01036,2026-06-02,15:00,2026-05-22,C116,ST02,SV06,Completed,Online,0,48,75
A01037,2026-06-02,14:30,2026-05-14,C170,ST03,SV08,Completed,Online,0.05,23.75,30
A01038,2026-06-02,17:30,2026-05-18,C008,ST05,SV06,Cancelled,Walk-in,0,0,75
A01039,2026-06-02,12:00,2026-05-24,C144,ST02,SV02,Completed,Walk-in,0.05,30.4,40
A01040,2026-06-02,11:00,2026-05-16,C112,ST05,SV03,Completed,Online,0,115,120
A01041,2026-06-02,09:00,2026-05-18,C121,ST05,SV08,Completed,Online,0,25,30
A01042,2026-06-02,14:00,2026-05-15,C148,ST01,SV07,Completed,Walk-in,0,70,60
A01043,2026-06-03,15:30,2026-05-15,C072,ST02,SV05,Cancelled,Walk-in,0,0,45
A01044,2026-06-03,18:00,2026-05-24,C111,ST03,SV02,Completed,Online,0,32,40
A01045,2026-06-03,14:30,2026-05-24,C160,ST05,SV01,Cancelled,Online,0,0,60
A01046,2026-06-03,16:30,2026-05-17,C176,ST03,SV03,Completed,Walk-in,0,115,120
A01047,2026-06-03,14:30,2026-05-26,C072,ST05,SV08,Completed,Walk-in,0,25,30
A01048,2026-06-03,17:30,2026-05-28,C141,ST02,SV08,Completed,Online,0,25,30
A01049,2026-06-03,14:00,2026-05-14,C096,ST04,SV05,Completed,Walk-in,0,30,45
A01050,2026-06-03,17:00,2026-05-18,C116,ST03,SV01,Cancelled,Online,0,0,60
A01051,2026-06-03,12:00,2026-05-19,C137,ST01,SV01,Completed,Online,0,55,60
A01052,2026-06-03,17:00,2026-05-27,C062,ST04,SV01,Completed,Walk-in,0.05,52.25,60
A01053,2026-06-04,09:30,2026-05-31,C082,ST05,SV07,Completed,Walk-in,0,70,60
A01054,2026-06-04,10:30,2026-05-26,C048,ST03,SV08,Completed,Phone,0,25,30
A01055,2026-06-04,18:30,2026-05-25,C073,ST03,SV04,Cancelled,Online,0,0,150
A01056,2026-06-04,16:00,2026-05-21,C108,ST03,SV02,Completed,Walk-in,0.1,28.8,40
A01057,2026-06-04,11:30,2026-05-27,C116,ST02,SV04,No-show,Online,0,0,150
A01058,2026-06-04,11:30,2026-06-04,C011,ST02,SV07,Completed,Phone,0,70,60
A01059,2026-06-04,12:30,2026-05-19,C064,ST02,SV01,Cancelled,Walk-in,0,0,60
A01060,2026-06-05,14:30,2026-05-28,C180,ST01,SV02,Completed,Walk-in,0,32,40
A01061,2026-06-05,09:30,2026-05-29,C100,ST04,SV04,Completed,Online,0,145,150
A01062,2026-06-05,13:30,2026-05-23,C043,ST03,SV05,Completed,Phone,0,30,45
A01063,2026-06-05,15:00,2026-05-28,C089,ST03,SV02,Completed,Walk-in,0,32,40
A01064,2026-06-05,16:00,2026-05-15,C132,ST03,SV05,Completed,Phone,0,30,45
A01065,2026-06-05,17:30,2026-05-20,C178,ST03,SV04,Completed,Online,0,145,150
A01066,2026-06-05,13:30,2026-05-20,C063,ST04,SV05,Completed,Phone,0,30,45
A01067,2026-06-05,10:00,2026-05-21,C017,ST01,SV03,Completed,Online,0,115,120
A01068,2026-06-05,14:30,2026-06-05,C022,ST01,SV04,Cancelled,Walk-in,0.1,0,150
A01069,2026-06-06,11:30,2026-05-22,C072,ST02,SV08,Completed,Online,0,25,30
A01070,2026-06-06,15:30,2026-05-29,C075,ST02,SV04,Completed,Phone,0,145,150
A01071,2026-06-06,11:00,2026-05-24,C025,ST04,SV02,Completed,Online,0.05,30.4,40
A01072,2026-06-06,11:30,2026-05-29,C064,ST03,SV05,Completed,Online,0,30,45
A01073,2026-06-06,18:30,2026-05-22,C053,ST04,SV07,Completed,Online,0.05,66.5,60
A01074,2026-06-06,17:00,2026-06-03,C164,ST02,SV07,Completed,Online,0.1,63.0,60
A01075,2026-06-06,11:00,2026-05-22,C009,ST01,SV07,No-show,Walk-in,0,0,60
A01076,2026-06-06,10:30,2026-06-06,C178,ST01,SV07,No-show,Phone,0,0,60
A01077,2026-06-08,13:00,2026-05-19,C169,ST05,SV02,Completed,Online,0.1,28.8,40
A01078,2026-06-08,15:30,2026-05-23,C035,ST03,SV06,Completed,Online,0,48,75
A01079,2026-06-08,15:30,2026-06-05,C019,ST04,SV03,Completed,Online,0,115,120
A01080,2026-06-08,14:30,2026-05-21,C179,ST02,SV01,Completed,Walk-in,0,55,60
A01081,2026-06-08,16:30,2026-06-02,C016,ST03,SV04,Completed,Online,0.1,130.5,150
A01082,2026-06-08,11:30,2026-06-08,C106,ST02,SV04,Completed,Phone,0,145,150
A01083,2026-06-08,15:00,2026-06-07,C110,ST01,SV01,No-show,Phone,0.1,0,60
A01084,2026-06-08,11:00,2026-06-01,C112,ST01,SV05,Completed,Phone,0,30,45
A01085,2026-06-09,18:30,2026-05-30,C065,ST04,SV05,Completed,Online,0.05,28.5,45
A01086,2026-06-09,10:30,2026-05-29,C056,ST05,SV03,Completed,Phone,0.05,109.25,120
A01087,2026-06-09,16:00,2026-05-19,C167,ST03,SV06,Completed,Online,0,48,75
A01088,2026-06-09,14:00,2026-05-19,C112,ST03,SV07,No-show,Phone,0.1,0,60
A01089,2026-06-09,13:00,2026-06-01,C004,ST05,SV03,Completed,Walk-in,0,115,120
A01090,2026-06-09,14:30,2026-05-20,C055,ST03,SV02,Completed,Phone,0.1,28.8,40
A01091,2026-06-09,14:00,2026-05-27,C099,ST04,SV03,Completed,Walk-in,0,115,120
A01092,2026-06-09,14:30,2026-05-25,C001,ST04,SV05,Completed,Phone,0.1,27.0,45
A01093,2026-06-09,12:00,2026-06-08,C096,ST04,SV01,Completed,Online,0,55,60
A01094,2026-06-09,13:30,2026-06-02,C154,ST02,SV02,Completed,Online,0,32,40
A01095,2026-06-10,15:00,2026-05-23,C139,ST05,SV03,Cancelled,Walk-in,0.1,0,120
A01096,2026-06-10,13:00,2026-05-25,C137,ST05,SV05,Completed,Online,0,30,45
A01097,2026-06-10,13:00,2026-06-06,C165,ST04,SV01,Completed,Walk-in,0,55,60
A01098,2026-06-10,11:00,2026-06-08,C133,ST05,SV02,Completed,Phone,0,32,40
A01099,2026-06-10,09:30,2026-05-29,C088,ST03,SV03,Completed,Phone,0,115,120
A01100,2026-06-10,14:00,2026-05-20,C112,ST01,SV01,Completed,Online,0.05,52.25,60
A01101,2026-06-10,13:00,2026-05-21,C025,ST03,SV04,Completed,Walk-in,0.05,137.75,150
A01102,2026-06-10,10:30,2026-05-23,C148,ST04,SV01,Completed,Phone,0,55,60
A01103,2026-06-10,11:30,2026-06-07,C131,ST01,SV08,Completed,Walk-in,0,25,30
A01104,2026-06-10,10:30,2026-05-27,C083,ST04,SV03,Cancelled,Online,0,0,120
A01105,2026-06-10,10:00,2026-05-27,C065,ST02,SV01,Completed,Phone,0.1,49.5,60
A01106,2026-06-11,11:00,2026-05-26,C028,ST01,SV02,Cancelled,Walk-in,0,0,40
A01107,2026-06-11,15:30,2026-06-01,C151,ST04,SV05,Cancelled,Walk-in,0.1,0,45
A01108,2026-06-11,11:00,2026-06-10,C102,ST03,SV02,Completed,Walk-in,0.1,28.8,40
A01109,2026-06-11,18:30,2026-05-24,C079,ST02,SV06,No-show,Online,0,0,75
A01110,2026-06-11,13:00,2026-05-23,C046,ST01,SV05,Completed,Phone,0,30,45
A01111,2026-06-12,13:30,2026-06-09,C036,ST02,SV04,Completed,Phone,0,145,150
A01112,2026-06-12,10:00,2026-06-08,C085,ST04,SV03,Cancelled,Online,0,0,120
A01113,2026-06-12,14:00,2026-06-10,C144,ST05,SV02,Completed,Walk-in,0.1,28.8,40
A01114,2026-06-12,12:30,2026-05-31,C072,ST05,SV05,Completed,Online,0,30,45
A01115,2026-06-12,10:00,2026-05-23,C154,ST03,SV02,Completed,Online,0,32,40
A01116,2026-06-13,16:30,2026-05-23,C016,ST04,SV08,Completed,Phone,0,25,30
A01117,2026-06-13,18:30,2026-05-31,C001,ST02,SV05,Completed,Online,0,30,45
A01118,2026-06-13,17:30,2026-05-28,C121,ST03,SV02,Completed,Online,0.1,28.8,40
A01119,2026-06-13,15:00,2026-06-01,C167,ST04,SV05,Cancelled,Walk-in,0.05,0,45
A01120,2026-06-13,15:00,2026-05-27,C013,ST02,SV02,Completed,Phone,0,32,40
A01121,2026-06-13,14:00,2026-05-25,C044,ST03,SV04,Completed,Online,0.1,130.5,150
A01122,2026-06-13,18:30,2026-06-08,C175,ST02,SV04,Completed,Online,0.1,130.5,150
A01123,2026-06-13,16:00,2026-05-28,C170,ST03,SV06,Completed,Phone,0,48,75
A01124,2026-06-13,15:00,2026-05-23,C160,ST02,SV05,No-show,Phone,0.05,0,45
A01125,2026-06-13,18:00,2026-06-05,C125,ST04,SV03,Completed,Online,0.1,103.5,120
A01126,2026-06-15,13:30,2026-06-09,C008,ST03,SV03,Completed,Walk-in,0,115,120
A01127,2026-06-15,11:30,2026-06-05,C086,ST02,SV04,Completed,Phone,0,145,150
A01128,2026-06-15,10:30,2026-06-11,C063,ST01,SV08,Completed,Walk-in,0,25,30
A01129,2026-06-15,16:00,2026-05-25,C026,ST03,SV06,Completed,Phone,0.1,43.2,75
A01130,2026-06-15,10:30,2026-06-08,C177,ST02,SV02,Completed,Phone,0,32,40
A01131,2026-06-16,13:30,2026-06-04,C097,ST03,SV04,Completed,Online,0.05,137.75,150
A01132,2026-06-16,09:30,2026-06-09,C128,ST01,SV02,Completed,Online,0.1,28.8,40
A01133,2026-06-16,18:30,2026-06-07,C152,ST02,SV05,Completed,Phone,0.1,27.0,45
A01134,2026-06-16,12:30,2026-06-15,C078,ST01,SV08,Completed,Online,0,25,30
A01135,2026-06-16,15:00,2026-06-11,C024,ST01,SV03,Completed,Phone,0,115,120
