SaleID,OrderDate,ProductID,Category,Channel,Region,Quantity,Revenue,Cost,Profit
S01010,2025-12-04,P03,Displays,Retail,Central Anatolia,3,510.15,258.37,251.78
S01011,2025-12-04,P05,Storage,Retail,Central Anatolia,1,49,27.46,21.54
S01012,2025-12-05,P01,Accessories,Marketplace,Central Anatolia,4,300,189.77,110.23
S01013,2025-12-05,P02,Audio,Online,Aegean,6,199.5,128.13,71.37
S01014,2025-12-05,P04,Office,Retail,Aegean,4,644.4,334.47,309.93
S01015,2025-12-05,P05,Storage,Marketplace,Marmara,1,236.55,149.83,86.72
S01016,2025-12-05,P05,Storage,Retail,Aegean,5,895,486.77,408.23
S01017,2025-12-06,P04,Office,Marketplace,Central Anatolia,3,357,212.28,144.72
S01018,2025-12-06,P05,Storage,Marketplace,Central Anatolia,3,147,93.96,53.04
S01019,2025-12-06,P03,Displays,Retail,Marmara,4,270.0,171.67,98.33
S01020,2025-12-06,P03,Displays,Marketplace,Aegean,2,66.5,40.42,26.08
S01021,2025-12-06,P01,Accessories,Marketplace,Central Anatolia,3,225,111.29,113.71
S01022,2025-12-07,P05,Storage,Marketplace,Aegean,3,147,74.06,72.94
S01023,2025-12-07,P02,Audio,Online,Marmara,3,747,500.43,246.57
S01024,2025-12-08,P05,Storage,Retail,Marmara,1,249,165.83,83.17
S01025,2025-12-08,P04,Office,Retail,Aegean,3,672.3,411.59,260.71
S01026,2025-12-08,P02,Audio,Retail,Aegean,3,225,108.88,116.12
S01027,2025-12-08,P03,Displays,Marketplace,Marmara,3,537,348.62,188.38
S01028,2025-12-08,P02,Audio,Marketplace,Aegean,5,375,217.47,157.53
S01029,2025-12-09,P02,Audio,Retail,Central Anatolia,6,714,471.52,242.48
S01030,2025-12-09,P04,Office,Retail,Aegean,1,170.05,96.85,73.2
S01031,2025-12-09,P02,Audio,Retail,Central Anatolia,2,70,42.96,27.04
S01032,2025-12-09,P05,Storage,Marketplace,Central Anatolia,1,44.1,25.54,18.56
S01033,2025-12-10,P04,Office,Retail,Central Anatolia,3,202.5,129.04,73.46
S01034,2025-12-10,P03,Displays,Online,Aegean,2,98,59.67,38.33
S01035,2025-12-11,P05,Storage,Retail,Marmara,6,210,108.21,101.79
S01036,2025-12-11,P03,Displays,Online,Marmara,4,300,146.88,153.12
S01037,2025-12-11,P04,Office,Retail,Central Anatolia,1,119,76.32,42.68
S01038,2025-12-11,P02,Audio,Online,Central Anatolia,3,483.3,268.87,214.43
S01039,2025-12-12,P01,Accessories,Marketplace,Aegean,4,176.4,99.86,76.54
S01040,2025-12-12,P01,Accessories,Retail,Marmara,4,176.4,84.99,91.41
S01041,2025-12-12,P02,Audio,Marketplace,Central Anatolia,4,428.4,281.36,147.04
S01042,2025-12-13,P01,Accessories,Online,Central Anatolia,4,680.2,333.96,346.24
S01043,2025-12-13,P05,Storage,Marketplace,Central Anatolia,3,99.75,58.85,40.9
S01044,2025-12-14,P03,Displays,Retail,Central Anatolia,6,966.6,590.36,376.24
S01045,2025-12-14,P01,Accessories,Marketplace,Marmara,1,107.1,61.67,45.43
S01046,2025-12-14,P04,Office,Retail,Marmara,3,213.75,138.41,75.34
S01047,2025-12-14,P01,Accessories,Marketplace,Aegean,2,66.5,40.87,25.63
S01048,2025-12-14,P02,Audio,Online,Aegean,3,321.3,188.14,133.16
S01049,2025-12-15,P05,Storage,Online,Central Anatolia,1,35,17.29,17.71
S01050,2025-12-15,P02,Audio,Marketplace,Central Anatolia,5,175,111.06,63.94
S01051,2025-12-15,P03,Displays,Online,Aegean,5,356.25,198.96,157.29
S01052,2025-12-15,P01,Accessories,Retail,Marmara,2,70,42.2,27.8
S01053,2025-12-16,P05,Storage,Online,Central Anatolia,2,150,79.63,70.37
S01054,2025-12-16,P01,Accessories,Retail,Aegean,6,1344.6,681.64,662.96
S01055,2025-12-17,P05,Storage,Marketplace,Aegean,5,157.5,92.06,65.44
S01056,2025-12-17,P04,Office,Online,Marmara,6,1494,847.26,646.74
S01057,2025-12-17,P03,Displays,Retail,Aegean,1,75,42.57,32.43
S01058,2025-12-18,P02,Audio,Online,Central Anatolia,2,88.2,44.27,43.93
S01059,2025-12-19,P04,Office,Marketplace,Aegean,2,358,233.99,124.01
S01060,2025-12-19,P01,Accessories,Online,Aegean,3,672.3,354.33,317.97
S01061,2025-12-19,P04,Office,Online,Aegean,5,375,231.22,143.78
S01062,2025-12-19,P01,Accessories,Online,Marmara,5,245,137.69,107.31
S01063,2025-12-20,P01,Accessories,Online,Marmara,1,249,149.48,99.52
S01064,2025-12-20,P01,Accessories,Online,Marmara,6,1494,880.67,613.33
S01065,2025-12-20,P03,Displays,Retail,Aegean,4,644.4,336.68,307.72
S01066,2025-12-21,P01,Accessories,Retail,Marmara,1,49,24.35,24.65
S01067,2025-12-22,P05,Storage,Marketplace,Aegean,3,321.3,183.27,138.03
S01068,2025-12-22,P01,Accessories,Online,Marmara,6,294,193.61,100.39
S01069,2025-12-22,P02,Audio,Online,Central Anatolia,3,510.15,250.83,259.32
S01070,2025-12-23,P04,Office,Retail,Central Anatolia,4,644.4,375.21,269.19
S01071,2025-12-23,P05,Storage,Online,Central Anatolia,5,232.75,124.41,108.34
S01072,2025-12-23,P05,Storage,Retail,Aegean,1,249,146.28,102.72
S01073,2025-12-24,P05,Storage,Online,Central Anatolia,4,476,264.04,211.96
S01074,2025-12-24,P02,Audio,Online,Aegean,2,322.2,204.72,117.48
S01075,2025-12-24,P03,Displays,Marketplace,Marmara,3,225,149.64,75.36
S01076,2025-12-24,P05,Storage,Online,Central Anatolia,1,35,17.24,17.76
S01077,2025-12-24,P03,Displays,Marketplace,Marmara,1,170.05,100.93,69.12
S01078,2025-12-25,P02,Audio,Online,Aegean,2,70,35.35,34.65
S01079,2025-12-25,P05,Storage,Retail,Marmara,1,49,31.14,17.86
S01080,2025-12-25,P02,Audio,Online,Central Anatolia,4,996,646.06,349.94
S01081,2025-12-25,P05,Storage,Online,Marmara,5,157.5,94.8,62.7
S01082,2025-12-26,P01,Accessories,Online,Aegean,4,996,579.17,416.83
S01083,2025-12-26,P05,Storage,Online,Marmara,4,300,158.78,141.22
S01084,2025-12-26,P02,Audio,Retail,Central Anatolia,3,139.65,75.05,64.6
S01085,2025-12-26,P04,Office,Retail,Marmara,3,709.65,378.45,331.2
S01086,2025-12-26,P04,Office,Retail,Central Anatolia,3,213.75,139.85,73.9
S01087,2025-12-27,P04,Office,Marketplace,Marmara,5,895,508.34,386.66
S01088,2025-12-28,P01,Accessories,Online,Aegean,1,31.5,17.51,13.99
S01089,2025-12-28,P05,Storage,Retail,Marmara,3,147,84.04,62.96
S01090,2025-12-28,P04,Office,Online,Aegean,5,175,112.36,62.64
S01091,2025-12-28,P05,Storage,Marketplace,Central Anatolia,1,249,163.75,85.25
S01092,2025-12-29,P02,Audio,Marketplace,Marmara,6,714,389.6,324.4
S01093,2025-12-29,P05,Storage,Online,Central Anatolia,1,35,20.57,14.43
S01094,2025-12-29,P05,Storage,Marketplace,Marmara,2,66.5,36.04,30.46
S01095,2025-12-29,P01,Accessories,Online,Central Anatolia,6,966.6,514.38,452.22
S01096,2025-12-30,P04,Office,Marketplace,Central Anatolia,5,1182.75,703.15,479.6
S01097,2025-12-30,P04,Office,Marketplace,Aegean,3,709.65,402.21,307.44
S01098,2025-12-30,P02,Audio,Retail,Central Anatolia,1,49,29.63,19.37
S01099,2025-12-31,P04,Office,Marketplace,Central Anatolia,6,210,122.15,87.85
S01100,2026-01-01,P04,Office,Marketplace,Marmara,4,300,177.55,122.45
S01101,2026-01-01,P04,Office,Retail,Central Anatolia,2,135.0,87.14,47.86
S01102,2026-01-01,P02,Audio,Online,Marmara,2,358,233.89,124.11
S01103,2026-01-02,P03,Displays,Retail,Marmara,5,595,399.06,195.94
S01104,2026-01-02,P05,Storage,Marketplace,Central Anatolia,2,214.2,112.95,101.25
S01105,2026-01-02,P04,Office,Online,Aegean,5,535.5,299.81,235.69
S01106,2026-01-02,P01,Accessories,Online,Central Anatolia,5,565.25,333.08,232.17
S01107,2026-01-03,P04,Office,Retail,Marmara,5,175,112.58,62.42
S01108,2026-01-04,P03,Displays,Online,Marmara,6,642.6,371.29,271.31
S01109,2026-01-04,P05,Storage,Retail,Marmara,6,294,197.48,96.52
S01110,2026-01-04,P01,Accessories,Marketplace,Central Anatolia,6,678.3,429.6,248.7
S01111,2026-01-04,P03,Displays,Online,Aegean,2,88.2,47.03,41.17
S01112,2026-01-05,P03,Displays,Online,Aegean,5,1120.5,558.88,561.62
S01113,2026-01-06,P05,Storage,Online,Central Anatolia,1,119,78.6,40.4
S01114,2026-01-06,P03,Displays,Online,Aegean,1,44.1,23.28,20.82
S01115,2026-01-07,P04,Office,Online,Marmara,3,672.3,423.57,248.73
S01116,2026-01-07,P02,Audio,Marketplace,Central Anatolia,1,224.1,142.0,82.1
S01117,2026-01-08,P02,Audio,Retail,Marmara,5,245,139.29,105.71
S01118,2026-01-08,P03,Displays,Online,Marmara,5,356.25,182.09,174.16
S01119,2026-01-08,P04,Office,Marketplace,Marmara,1,113.05,72.84,40.21
S01120,2026-01-08,P02,Audio,Marketplace,Aegean,4,186.2,124.85,61.35
S01121,2026-01-08,P01,Accessories,Online,Central Anatolia,3,105,58.41,46.59
S01122,2026-01-09,P05,Storage,Marketplace,Aegean,2,498,337.61,160.39
S01123,2026-01-09,P01,Accessories,Retail,Central Anatolia,1,249,168.79,80.21
S01124,2026-01-09,P01,Accessories,Retail,Central Anatolia,1,179,102.54,76.46
S01125,2026-01-09,P03,Displays,Retail,Central Anatolia,4,716,466.14,249.86
S01126,2026-01-10,P01,Accessories,Marketplace,Aegean,6,1074,625.29,448.71
S01127,2026-01-10,P02,Audio,Online,Marmara,6,210,129.15,80.85
S01128,2026-01-10,P02,Audio,Marketplace,Aegean,2,214.2,122.02,92.18
S01129,2026-01-10,P03,Displays,Marketplace,Central Anatolia,6,294,185.51,108.49
S01130,2026-01-11,P01,Accessories,Online,Central Anatolia,6,678.3,342.52,335.78
S01131,2026-01-11,P02,Audio,Retail,Central Anatolia,1,44.1,22.56,21.54
S01132,2026-01-12,P04,Office,Retail,Aegean,1,35,18.21,16.79
S01133,2026-01-12,P04,Office,Retail,Marmara,1,179,115.93,63.07
S01134,2026-01-12,P05,Storage,Online,Central Anatolia,3,202.5,124.74,77.76
S01135,2026-01-13,P04,Office,Retail,Central Anatolia,1,35,21.38,13.62
S01136,2026-01-13,P03,Displays,Online,Aegean,1,179,91.44,87.56
S01137,2026-01-13,P03,Displays,Retail,Marmara,4,140,90.45,49.55
S01138,2026-01-13,P04,Office,Retail,Marmara,1,161.1,97.11,63.99
S01139,2026-01-14,P04,Office,Retail,Marmara,1,119,61.23,57.77
S01140,2026-01-15,P01,Accessories,Online,Marmara,1,107.1,58.91,48.19
S01141,2026-01-16,P03,Displays,Marketplace,Marmara,5,175,113.0,62.0
S01142,2026-01-16,P04,Office,Online,Central Anatolia,6,210,102.15,107.85
S01143,2026-01-16,P04,Office,Online,Aegean,1,170.05,96.66,73.39
S01144,2026-01-16,P01,Accessories,Online,Central Anatolia,2,473.1,311.49,161.61
S01145,2026-01-16,P01,Accessories,Marketplace,Central Anatolia,2,66.5,44.89,21.61
S01146,2026-01-17,P03,Displays,Marketplace,Aegean,6,279.3,166.76,112.54
S01147,2026-01-17,P04,Office,Marketplace,Marmara,1,236.55,140.51,96.04
S01148,2026-01-17,P02,Audio,Marketplace,Aegean,4,996,676.24,319.76
S01149,2026-01-17,P03,Displays,Online,Central Anatolia,2,135.0,74.18,60.82
S01150,2026-01-17,P03,Displays,Marketplace,Central Anatolia,4,476,290.66,185.34
S01151,2026-01-18,P02,Audio,Online,Aegean,6,1020.3,576.83,443.47
S01152,2026-01-18,P01,Accessories,Retail,Central Anatolia,6,264.6,144.21,120.39
S01153,2026-01-18,P02,Audio,Marketplace,Central Anatolia,4,996,589.04,406.96
S01154,2026-01-19,P05,Storage,Retail,Central Anatolia,6,1494,818.09,675.91
S01155,2026-01-19,P03,Displays,Online,Aegean,4,285.0,173.11,111.89
S01156,2026-01-19,P03,Displays,Retail,Central Anatolia,1,46.55,27.8,18.75
S01157,2026-01-19,P02,Audio,Online,Central Anatolia,1,179,106.39,72.61
S01158,2026-01-20,P03,Displays,Marketplace,Aegean,1,44.1,29.82,14.28
S01159,2026-01-20,P03,Displays,Marketplace,Central Anatolia,3,139.65,93.02,46.63
S01160,2026-01-20,P03,Displays,Retail,Marmara,1,179,90.39,88.61
S01161,2026-01-20,P01,Accessories,Retail,Aegean,4,285.0,144.15,140.85
S01162,2026-01-21,P02,Audio,Retail,Marmara,6,1419.3,773.63,645.67
S01163,2026-01-21,P04,Office,Marketplace,Central Anatolia,3,321.3,181.49,139.81
S01164,2026-01-21,P03,Displays,Marketplace,Marmara,2,66.5,36.53,29.97
S01165,2026-01-21,P03,Displays,Marketplace,Aegean,1,170.05,99.2,70.85
S01166,2026-01-22,P03,Displays,Marketplace,Marmara,6,199.5,112.24,87.26
S01167,2026-01-22,P05,Storage,Marketplace,Aegean,6,294,157.38,136.62
S01168,2026-01-22,P05,Storage,Marketplace,Marmara,2,473.1,276.09,197.01
S01169,2026-01-22,P03,Displays,Online,Aegean,5,337.5,224.28,113.22
S01170,2026-01-23,P05,Storage,Online,Aegean,1,236.55,145.04,91.51
S01171,2026-01-23,P05,Storage,Retail,Central Anatolia,2,150,84.74,65.26
S01172,2026-01-23,P04,Office,Online,Marmara,2,473.1,262.66,210.44
S01173,2026-01-23,P01,Accessories,Retail,Central Anatolia,1,44.1,26.73,17.37
S01174,2026-01-23,P03,Displays,Marketplace,Central Anatolia,6,189.0,117.08,71.92
S01175,2026-01-24,P01,Accessories,Retail,Marmara,4,476,232.87,243.13
S01176,2026-01-24,P01,Accessories,Retail,Central Anatolia,2,150,96.61,53.39
S01177,2026-01-24,P03,Displays,Retail,Central Anatolia,4,644.4,418.25,226.15
S01178,2026-01-24,P02,Audio,Online,Aegean,1,249,130.36,118.64
S01179,2026-01-24,P02,Audio,Marketplace,Marmara,4,186.2,102.69,83.51
S01180,2026-01-25,P04,Office,Online,Central Anatolia,6,966.6,595.26,371.34
S01181,2026-01-25,P03,Displays,Retail,Marmara,4,186.2,95.63,90.57
S01182,2026-01-25,P05,Storage,Marketplace,Central Anatolia,4,996,504.54,491.46
S01183,2026-01-25,P05,Storage,Marketplace,Central Anatolia,4,270.0,168.61,101.39
S01184,2026-01-26,P04,Office,Online,Marmara,1,179,90.99,88.01
S01185,2026-01-26,P02,Audio,Retail,Central Anatolia,2,358,219.88,138.12
S01186,2026-01-26,P05,Storage,Marketplace,Aegean,3,147,75.68,71.32
S01187,2026-01-26,P04,Office,Marketplace,Aegean,5,1245,599.93,645.07
S01188,2026-01-27,P03,Displays,Online,Marmara,4,428.4,216.87,211.53
S01189,2026-01-27,P01,Accessories,Marketplace,Aegean,5,245,157.18,87.82
S01190,2026-01-28,P05,Storage,Retail,Marmara,3,225,136.29,88.71
S01191,2026-01-28,P02,Audio,Online,Aegean,3,321.3,194.53,126.77
S01192,2026-01-28,P02,Audio,Marketplace,Central Anatolia,6,294,154.16,139.84
S01193,2026-01-28,P02,Audio,Online,Marmara,6,1494,935.71,558.29
S01194,2026-01-29,P03,Displays,Online,Aegean,5,232.75,121.46,111.29
S01195,2026-01-29,P05,Storage,Online,Marmara,2,448.2,242.24,205.96
S01196,2026-01-29,P03,Displays,Retail,Aegean,2,358,196.62,161.38
S01197,2026-01-29,P02,Audio,Online,Central Anatolia,6,1344.6,889.55,455.05
S01198,2026-01-29,P02,Audio,Retail,Central Anatolia,3,537,354.1,182.9
S01199,2026-01-30,P05,Storage,Online,Central Anatolia,3,99.75,49.44,50.31
S01200,2026-01-30,P04,Office,Retail,Central Anatolia,1,75,42.39,32.61
S01201,2026-01-30,P05,Storage,Online,Aegean,3,105,69.15,35.85
S01202,2026-01-31,P05,Storage,Marketplace,Aegean,5,595,323.25,271.75
S01203,2026-01-31,P03,Displays,Marketplace,Marmara,4,270.0,178.37,91.63
S01204,2026-01-31,P02,Audio,Online,Central Anatolia,6,714,438.6,275.4
S01205,2026-02-01,P01,Accessories,Online,Marmara,4,996,580.76,415.24
S01206,2026-02-01,P05,Storage,Retail,Aegean,1,49,24.08,24.92
S01207,2026-02-01,P05,Storage,Marketplace,Marmara,2,238,132.53,105.47
S01208,2026-02-01,P02,Audio,Marketplace,Aegean,6,294,150.11,143.89
S01209,2026-02-01,P05,Storage,Marketplace,Central Anatolia,4,996,601.11,394.89
S01210,2026-02-02,P03,Displays,Retail,Central Anatolia,4,896.4,583.55,312.85
S01211,2026-02-02,P01,Accessories,Online,Aegean,5,337.5,180.15,157.35
S01212,2026-02-03,P03,Displays,Online,Marmara,6,1074,648.02,425.98
S01213,2026-02-04,P05,Storage,Online,Marmara,6,199.5,114.13,85.37
S01214,2026-02-04,P05,Storage,Marketplace,Aegean,3,147,71.47,75.53
S01215,2026-02-04,P03,Displays,Online,Marmara,2,88.2,51.22,36.98
S01216,2026-02-04,P01,Accessories,Marketplace,Marmara,4,476,297.2,178.8
S01217,2026-02-05,P02,Audio,Marketplace,Marmara,4,996,618.32,377.68
S01218,2026-02-05,P04,Office,Retail,Central Anatolia,1,179,121.08,57.92
S01219,2026-02-05,P02,Audio,Online,Aegean,2,98,55.71,42.29
S01220,2026-02-05,P02,Audio,Retail,Aegean,5,375,180.64,194.36
S01221,2026-02-05,P03,Displays,Retail,Central Anatolia,2,322.2,191.7,130.5
S01222,2026-02-06,P03,Displays,Marketplace,Marmara,5,595,322.48,272.52
S01223,2026-02-06,P01,Accessories,Marketplace,Central Anatolia,3,357,219.36,137.64
S01224,2026-02-06,P05,Storage,Marketplace,Marmara,5,805.5,399.15,406.35
S01225,2026-02-07,P03,Displays,Online,Aegean,5,565.25,365.22,200.03
S01226,2026-02-07,P04,Office,Online,Central Anatolia,2,63.0,42.42,20.58
S01227,2026-02-07,P01,Accessories,Online,Marmara,3,213.75,122.3,91.45
S01228,2026-02-08,P03,Displays,Marketplace,Marmara,3,225,133.83,91.17
S01229,2026-02-09,P04,Office,Online,Aegean,4,680.2,372.2,308.0
S01230,2026-02-10,P04,Office,Retail,Marmara,5,245,137.14,107.86
S01231,2026-02-10,P02,Audio,Online,Central Anatolia,3,510.15,336.42,173.73
S01232,2026-02-10,P01,Accessories,Marketplace,Marmara,1,49,30.78,18.22
S01233,2026-02-10,P04,Office,Online,Central Anatolia,6,199.5,127.29,72.21
S01234,2026-02-10,P04,Office,Online,Central Anatolia,4,270.0,158.05,111.95
S01235,2026-02-11,P02,Audio,Marketplace,Marmara,4,716,435.38,280.62
S01236,2026-02-11,P03,Displays,Marketplace,Aegean,5,157.5,105.77,51.73
S01237,2026-02-11,P03,Displays,Retail,Aegean,2,448.2,250.0,198.2
S01238,2026-02-11,P02,Audio,Marketplace,Aegean,4,300,187.82,112.18
S01239,2026-02-11,P02,Audio,Retail,Aegean,2,135.0,82.34,52.66
S01240,2026-02-12,P04,Office,Online,Aegean,6,210,107.77,102.23
S01241,2026-02-12,P04,Office,Marketplace,Aegean,3,709.65,458.4,251.25
S01242,2026-02-12,P01,Accessories,Online,Marmara,4,716,464.57,251.43
S01243,2026-02-12,P02,Audio,Retail,Aegean,2,498,337.35,160.65
S01244,2026-02-13,P03,Displays,Online,Central Anatolia,5,595,384.92,210.08
S01245,2026-02-13,P01,Accessories,Marketplace,Aegean,6,210,104.07,105.93
S01246,2026-02-14,P03,Displays,Online,Aegean,2,70,44.43,25.57
S01247,2026-02-14,P01,Accessories,Marketplace,Central Anatolia,6,427.5,223.95,203.55
S01248,2026-02-14,P02,Audio,Online,Central Anatolia,1,49,26.07,22.93
S01249,2026-02-15,P05,Storage,Online,Central Anatolia,1,67.5,42.95,24.55
S01250,2026-02-15,P02,Audio,Marketplace,Aegean,4,196,112.43,83.57
S01251,2026-02-15,P04,Office,Retail,Central Anatolia,4,196,118.4,77.6
S01252,2026-02-16,P05,Storage,Marketplace,Marmara,3,213.75,105.25,108.5
S01253,2026-02-17,P02,Audio,Retail,Aegean,1,71.25,40.63,30.62
S01254,2026-02-17,P05,Storage,Retail,Aegean,2,66.5,36.04,30.46
S01255,2026-02-17,P02,Audio,Marketplace,Aegean,3,94.5,60.95,33.55
S01256,2026-02-17,P05,Storage,Online,Aegean,3,537,358.01,178.99
S01257,2026-02-18,P04,Office,Online,Marmara,3,225,128.41,96.59
S01258,2026-02-18,P04,Office,Marketplace,Marmara,4,680.2,361.5,318.7
S01259,2026-02-18,P05,Storage,Online,Central Anatolia,1,75,50.01,24.99
S01260,2026-02-18,P01,Accessories,Online,Aegean,2,98,57.29,40.71
S01261,2026-02-18,P02,Audio,Retail,Aegean,2,238,117.09,120.91
S01262,2026-02-19,P04,Office,Online,Central Anatolia,3,483.3,266.44,216.86
S01263,2026-02-20,P04,Office,Retail,Aegean,2,340.1,192.61,147.49
S01264,2026-02-20,P01,Accessories,Retail,Central Anatolia,4,996,640.12,355.88
S01265,2026-02-20,P03,Displays,Retail,Marmara,2,66.5,35.14,31.36
S01266,2026-02-20,P02,Audio,Marketplace,Central Anatolia,6,1419.3,948.3,471.0
S01267,2026-02-20,P01,Accessories,Retail,Central Anatolia,5,595,372.42,222.58
S01268,2026-02-21,P03,Displays,Marketplace,Marmara,6,450,250.54,199.46
S01269,2026-02-22,P02,Audio,Marketplace,Marmara,2,498,333.87,164.13
S01270,2026-02-22,P02,Audio,Marketplace,Central Anatolia,1,119,60.56,58.44
S01271,2026-02-23,P01,Accessories,Retail,Aegean,5,220.5,148.22,72.28
S01272,2026-02-23,P01,Accessories,Online,Central Anatolia,5,337.5,220.16,117.34
S01273,2026-02-23,P01,Accessories,Online,Marmara,1,49,27.47,21.53
S01274,2026-02-23,P01,Accessories,Retail,Marmara,4,126.0,78.95,47.05
S01275,2026-02-23,P01,Accessories,Marketplace,Central Anatolia,4,996,484.29,511.71
S01276,2026-02-24,P05,Storage,Online,Marmara,3,537,290.58,246.42
S01277,2026-02-24,P04,Office,Retail,Aegean,5,1245,696.62,548.38
S01278,2026-02-24,P03,Displays,Retail,Central Anatolia,5,895,449.26,445.74
S01279,2026-02-24,P02,Audio,Marketplace,Marmara,4,186.2,124.02,62.18
S01280,2026-02-25,P03,Displays,Online,Marmara,6,678.3,400.08,278.22
S01281,2026-02-25,P02,Audio,Marketplace,Central Anatolia,4,428.4,232.44,195.96
S01282,2026-02-25,P01,Accessories,Marketplace,Central Anatolia,3,225,119.12,105.88
S01283,2026-02-25,P02,Audio,Marketplace,Central Anatolia,3,537,289.09,247.91
S01284,2026-02-25,P02,Audio,Retail,Marmara,1,107.1,71.71,35.39
S01285,2026-02-26,P02,Audio,Marketplace,Central Anatolia,4,428.4,246.93,181.47
S01286,2026-02-26,P05,Storage,Marketplace,Central Anatolia,2,135.0,65.75,69.25
S01287,2026-02-26,P04,Office,Retail,Marmara,6,678.3,448.3,230.0
S01288,2026-02-27,P02,Audio,Marketplace,Aegean,2,63.0,36.75,26.25
S01289,2026-02-27,P05,Storage,Retail,Central Anatolia,1,236.55,139.17,97.38
S01290,2026-02-28,P01,Accessories,Online,Aegean,5,565.25,273.16,292.09
S01291,2026-02-28,P04,Office,Online,Aegean,2,98,47.47,50.53
S01292,2026-02-28,P03,Displays,Marketplace,Marmara,1,179,116.75,62.25
S01293,2026-02-28,P04,Office,Marketplace,Central Anatolia,3,99.75,66.54,33.21
S01294,2026-03-01,P03,Displays,Online,Aegean,1,71.25,36.97,34.28
S01295,2026-03-01,P04,Office,Retail,Aegean,6,1074,593.2,480.8
S01296,2026-03-01,P05,Storage,Retail,Marmara,6,405.0,229.79,175.21
S01297,2026-03-01,P02,Audio,Online,Marmara,1,113.05,61.63,51.42
S01298,2026-03-01,P04,Office,Online,Marmara,4,300,150.61,149.39
S01299,2026-03-02,P04,Office,Online,Central Anatolia,4,996,569.56,426.44
S01300,2026-03-03,P01,Accessories,Marketplace,Aegean,6,1419.3,923.74,495.56
S01301,2026-03-03,P04,Office,Online,Central Anatolia,2,142.5,72.94,69.56
S01302,2026-03-03,P05,Storage,Retail,Central Anatolia,3,94.5,51.2,43.3
S01303,2026-03-04,P02,Audio,Marketplace,Marmara,5,375,224.64,150.36
S01304,2026-03-04,P05,Storage,Online,Central Anatolia,5,375,253.05,121.95
S01305,2026-03-05,P02,Audio,Marketplace,Marmara,6,642.6,429.46,213.14
S01306,2026-03-05,P05,Storage,Marketplace,Aegean,5,595,402.85,192.15
S01307,2026-03-05,P05,Storage,Online,Aegean,6,264.6,134.28,130.32
S01308,2026-03-05,P04,Office,Marketplace,Aegean,4,140,68.8,71.2
S01309,2026-03-05,P05,Storage,Marketplace,Central Anatolia,6,294,157.08,136.92
S01310,2026-03-06,P05,Storage,Marketplace,Central Anatolia,5,175,98.45,76.55
S01311,2026-03-07,P03,Displays,Retail,Marmara,5,166.25,89.7,76.55
S01312,2026-03-07,P05,Storage,Retail,Aegean,5,375,213.18,161.82
S01313,2026-03-07,P02,Audio,Marketplace,Central Anatolia,2,358,233.44,124.56
S01314,2026-03-07,P04,Office,Marketplace,Central Anatolia,1,179,94.28,84.72
S01315,2026-03-08,P03,Displays,Retail,Central Anatolia,5,245,128.52,116.48
S01316,2026-03-08,P03,Displays,Marketplace,Aegean,5,166.25,101.55,64.7
S01317,2026-03-08,P04,Office,Online,Marmara,5,595,290.54,304.46
S01318,2026-03-09,P04,Office,Marketplace,Central Anatolia,6,294,154.54,139.46
S01319,2026-03-09,P03,Displays,Online,Central Anatolia,1,236.55,115.98,120.57
S01320,2026-03-09,P05,Storage,Retail,Central Anatolia,5,1120.5,620.27,500.23
S01321,2026-03-09,P02,Audio,Online,Marmara,3,94.5,58.86,35.64
S01322,2026-03-10,P05,Storage,Retail,Central Anatolia,4,996,516.63,479.37
S01323,2026-03-10,P02,Audio,Online,Central Anatolia,1,113.05,58.56,54.49
S01324,2026-03-10,P04,Office,Online,Central Anatolia,4,270.0,139.75,130.25
S01325,2026-03-10,P03,Displays,Retail,Marmara,4,300,183.58,116.42
S01326,2026-03-10,P05,Storage,Online,Central Anatolia,5,166.25,105.54,60.71
S01327,2026-03-11,P01,Accessories,Marketplace,Marmara,1,179,112.51,66.49
S01328,2026-03-11,P01,Accessories,Retail,Aegean,5,1182.75,621.03,561.72
S01329,2026-03-11,P04,Office,Marketplace,Central Anatolia,4,196,129.71,66.29
S01330,2026-03-12,P04,Office,Retail,Marmara,4,946.2,579.7,366.5
S01331,2026-03-12,P01,Accessories,Marketplace,Marmara,6,450,261.38,188.62
S01332,2026-03-13,P01,Accessories,Online,Aegean,4,644.4,351.2,293.2
S01333,2026-03-13,P03,Displays,Online,Central Anatolia,4,186.2,100.18,86.02
S01334,2026-03-13,P05,Storage,Retail,Aegean,1,249,148.57,100.43
S01335,2026-03-13,P01,Accessories,Online,Marmara,4,896.4,559.87,336.53
S01336,2026-03-13,P04,Office,Online,Aegean,3,94.5,64.06,30.44
S01337,2026-03-14,P05,Storage,Online,Aegean,5,157.5,83.87,73.63
S01338,2026-03-14,P03,Displays,Retail,Central Anatolia,6,264.6,153.59,111.01
S01339,2026-03-14,P01,Accessories,Retail,Aegean,6,1344.6,886.36,458.24
S01340,2026-03-14,P04,Office,Online,Marmara,2,88.2,46.06,42.14
S01341,2026-03-15,P02,Audio,Online,Aegean,2,214.2,122.7,91.5
S01342,2026-03-15,P04,Office,Online,Marmara,5,565.25,379.21,186.04
S01343,2026-03-15,P05,Storage,Online,Central Anatolia,5,535.5,351.52,183.98
S01344,2026-03-15,P02,Audio,Online,Aegean,2,238,154.31,83.69
S01345,2026-03-16,P04,Office,Online,Marmara,3,225,129.89,95.11
