OrderID,OrderDate,ProductID,ProductName,Category,Region,Channel,CustomerSegment,Quantity,DiscountPct,Revenue,Cost,GrossProfit,RevenueTarget
ORD-02284,2026-06-03,P04,27-inch Monitor,Displays,Mediterranean,Marketplace,Corporate,1,0,289,185,104,271.66
ORD-02285,2026-06-03,P04,27-inch Monitor,Displays,Aegean,Marketplace,Consumer,1,0.15,245.65,185,60.65,271.66
ORD-02286,2026-06-03,P04,27-inch Monitor,Displays,Mediterranean,Marketplace,Small Business,2,0.15,491.3,370,121.3,543.32
ORD-02287,2026-06-03,P05,Mechanical Keyboard,Accessories,Mediterranean,Retail,Consumer,2,0.2,190.4,122,68.4,223.72
ORD-02288,2026-06-04,P12,Portable SSD 1TB,Storage,Mediterranean,Retail,Small Business,1,0,149,84,65,140.06
ORD-02289,2026-06-04,P04,27-inch Monitor,Displays,Aegean,Retail,Corporate,2,0.05,549.1,370,179.1,543.32
ORD-02290,2026-06-04,P06,Wireless Mouse,Accessories,Central Anatolia,Retail,Small Business,3,0.1,159.3,75,84.3,166.38
ORD-02291,2026-06-04,P06,Wireless Mouse,Accessories,Aegean,Marketplace,Consumer,2,0.05,112.1,50,62.1,110.92
ORD-02292,2026-06-04,P01,Laptop Pro 14,Computing,Marmara,Retail,Corporate,3,0.05,3702.15,2460,1242.15,3663.18
ORD-02293,2026-06-04,P12,Portable SSD 1TB,Storage,Mediterranean,Retail,Small Business,2,0,298,168,130,280.12
ORD-02294,2026-06-04,P11,Standing Desk,Office,Aegean,Marketplace,Consumer,1,0.05,664.05,440,224.05,657.06
ORD-02295,2026-06-04,P01,Laptop Pro 14,Computing,Aegean,Marketplace,Corporate,1,0.05,1234.05,820,414.05,1221.06
ORD-02296,2026-06-04,P08,Noise-Cancel Headphones,Audio,Mediterranean,Marketplace,Consumer,1,0.1,224.1,133,91.1,234.06
ORD-02297,2026-06-04,P03,4K Monitor,Displays,Aegean,Retail,Corporate,3,0.15,1093.95,810,283.95,1209.78
ORD-02298,2026-06-05,P01,Laptop Pro 14,Computing,Central Anatolia,Online,Consumer,2,0.1,2338.2,1640,698.2,2442.12
ORD-02299,2026-06-05,P02,Office Laptop 15,Computing,Mediterranean,Online,Small Business,2,0,1798,1180,618,1690.12
ORD-02300,2026-06-05,P01,Laptop Pro 14,Computing,Mediterranean,Marketplace,Small Business,2,0,2598,1640,958,2442.12
ORD-02301,2026-06-05,P01,Laptop Pro 14,Computing,Mediterranean,Online,Small Business,2,0,2598,1640,958,2442.12
ORD-02302,2026-06-05,P04,27-inch Monitor,Displays,Aegean,Online,Consumer,2,0.15,491.3,370,121.3,543.32
ORD-02303,2026-06-06,P03,4K Monitor,Displays,Aegean,Retail,Consumer,1,0,429,270,159,403.26
ORD-02304,2026-06-06,P05,Mechanical Keyboard,Accessories,Mediterranean,Online,Corporate,1,0.15,101.15,61,40.15,111.86
ORD-02305,2026-06-06,P03,4K Monitor,Displays,Marmara,Retail,Consumer,2,0.1,772.2,540,232.2,806.52
ORD-02306,2026-06-06,P05,Mechanical Keyboard,Accessories,Marmara,Marketplace,Consumer,1,0,119,61,58,111.86
ORD-02307,2026-06-06,P06,Wireless Mouse,Accessories,Central Anatolia,Retail,Corporate,1,0.05,56.05,25,31.05,55.46
ORD-02308,2026-06-06,P01,Laptop Pro 14,Computing,Mediterranean,Marketplace,Small Business,1,0.05,1234.05,820,414.05,1221.06
ORD-02309,2026-06-06,P12,Portable SSD 1TB,Storage,Aegean,Retail,Corporate,3,0.1,402.3,252,150.3,420.18
ORD-02310,2026-06-06,P11,Standing Desk,Office,Mediterranean,Marketplace,Consumer,3,0.1,1887.3,1320,567.3,1971.18
ORD-02311,2026-06-06,P12,Portable SSD 1TB,Storage,Central Anatolia,Marketplace,Small Business,1,0.1,134.1,84,50.1,140.06
ORD-02312,2026-06-06,P03,4K Monitor,Displays,Marmara,Online,Small Business,2,0,858,540,318,806.52
ORD-02313,2026-06-07,P05,Mechanical Keyboard,Accessories,Aegean,Retail,Consumer,2,0.1,214.2,122,92.2,223.72
ORD-02314,2026-06-07,P10,Ergonomic Chair,Office,Aegean,Online,Small Business,1,0.15,424.15,315,109.15,469.06
ORD-02315,2026-06-07,P01,Laptop Pro 14,Computing,Aegean,Retail,Corporate,1,0,1299,820,479,1221.06
ORD-02316,2026-06-07,P11,Standing Desk,Office,Aegean,Retail,Consumer,3,0,2097,1320,777,1971.18
ORD-02317,2026-06-07,P04,27-inch Monitor,Displays,Aegean,Retail,Corporate,1,0,289,185,104,271.66
ORD-02318,2026-06-07,P02,Office Laptop 15,Computing,Mediterranean,Retail,Consumer,1,0,899,590,309,845.06
ORD-02319,2026-06-07,P06,Wireless Mouse,Accessories,Central Anatolia,Online,Small Business,3,0.15,150.45,75,75.45,166.38
ORD-02320,2026-06-07,P03,4K Monitor,Displays,Marmara,Retail,Corporate,1,0.15,364.65,270,94.65,403.26
ORD-02321,2026-06-08,P12,Portable SSD 1TB,Storage,Aegean,Marketplace,Consumer,1,0,149,84,65,140.06
ORD-02322,2026-06-08,P10,Ergonomic Chair,Office,Mediterranean,Retail,Consumer,1,0,499,315,184,469.06
ORD-02323,2026-06-08,P03,4K Monitor,Displays,Aegean,Marketplace,Small Business,1,0.05,407.55,270,137.55,403.26
ORD-02324,2026-06-08,P02,Office Laptop 15,Computing,Marmara,Retail,Small Business,1,0,899,590,309,845.06
ORD-02325,2026-06-08,P01,Laptop Pro 14,Computing,Central Anatolia,Marketplace,Consumer,1,0.1,1169.1,820,349.1,1221.06
ORD-02326,2026-06-08,P08,Noise-Cancel Headphones,Audio,Marmara,Marketplace,Corporate,3,0.1,672.3,399,273.3,702.18
ORD-02327,2026-06-09,P08,Noise-Cancel Headphones,Audio,Mediterranean,Marketplace,Small Business,2,0.05,473.1,266,207.1,468.12
ORD-02328,2026-06-09,P02,Office Laptop 15,Computing,Mediterranean,Retail,Small Business,1,0,899,590,309,845.06
ORD-02329,2026-06-09,P06,Wireless Mouse,Accessories,Central Anatolia,Online,Small Business,1,0.05,56.05,25,31.05,55.46
ORD-02330,2026-06-09,P05,Mechanical Keyboard,Accessories,Mediterranean,Retail,Consumer,1,0.15,101.15,61,40.15,111.86
ORD-02331,2026-06-09,P09,Portable Speaker,Audio,Aegean,Retail,Small Business,3,0.1,321.3,189,132.3,335.58
ORD-02332,2026-06-09,P12,Portable SSD 1TB,Storage,Aegean,Online,Consumer,2,0.05,283.1,168,115.1,280.12
ORD-02333,2026-06-10,P04,27-inch Monitor,Displays,Aegean,Marketplace,Consumer,1,0.05,274.55,185,89.55,271.66
ORD-02334,2026-06-10,P04,27-inch Monitor,Displays,Aegean,Retail,Consumer,1,0.15,245.65,185,60.65,271.66
ORD-02335,2026-06-10,P03,4K Monitor,Displays,Marmara,Online,Consumer,1,0,429,270,159,403.26
ORD-02336,2026-06-10,P10,Ergonomic Chair,Office,Central Anatolia,Marketplace,Corporate,1,0.05,474.05,315,159.05,469.06
ORD-02337,2026-06-10,P07,USB-C Dock,Accessories,Aegean,Retail,Consumer,2,0.1,304.2,184,120.2,317.72
ORD-02338,2026-06-10,P09,Portable Speaker,Audio,Mediterranean,Online,Small Business,1,0.05,113.05,63,50.05,111.86
ORD-02339,2026-06-10,P08,Noise-Cancel Headphones,Audio,Central Anatolia,Online,Small Business,1,0.05,236.55,133,103.55,234.06
ORD-02340,2026-06-11,P08,Noise-Cancel Headphones,Audio,Central Anatolia,Online,Corporate,1,0.1,224.1,133,91.1,234.06
ORD-02341,2026-06-11,P06,Wireless Mouse,Accessories,Aegean,Retail,Consumer,2,0.1,106.2,50,56.2,110.92
ORD-02342,2026-06-11,P06,Wireless Mouse,Accessories,Aegean,Retail,Corporate,1,0.1,53.1,25,28.1,55.46
ORD-02343,2026-06-11,P07,USB-C Dock,Accessories,Mediterranean,Retail,Consumer,3,0,507,276,231,476.58
ORD-02344,2026-06-11,P11,Standing Desk,Office,Aegean,Retail,Consumer,1,0.15,594.15,440,154.15,657.06
ORD-02345,2026-06-12,P01,Laptop Pro 14,Computing,Aegean,Online,Corporate,4,0,5196,3280,1916,4884.24
ORD-02346,2026-06-12,P03,4K Monitor,Displays,Aegean,Marketplace,Corporate,3,0.05,1222.65,810,412.65,1209.78
ORD-02347,2026-06-12,P05,Mechanical Keyboard,Accessories,Aegean,Online,Small Business,2,0.15,202.3,122,80.3,223.72
ORD-02348,2026-06-12,P05,Mechanical Keyboard,Accessories,Central Anatolia,Retail,Corporate,1,0.05,113.05,61,52.05,111.86
ORD-02349,2026-06-12,P10,Ergonomic Chair,Office,Aegean,Marketplace,Consumer,3,0,1497,945,552,1407.18
ORD-02350,2026-06-12,P08,Noise-Cancel Headphones,Audio,Mediterranean,Marketplace,Consumer,2,0.05,473.1,266,207.1,468.12
ORD-02351,2026-06-12,P09,Portable Speaker,Audio,Aegean,Online,Consumer,1,0.05,113.05,63,50.05,111.86
ORD-02352,2026-06-12,P03,4K Monitor,Displays,Aegean,Marketplace,Corporate,2,0.15,729.3,540,189.3,806.52
ORD-02353,2026-06-13,P04,27-inch Monitor,Displays,Mediterranean,Retail,Consumer,2,0.05,549.1,370,179.1,543.32
ORD-02354,2026-06-13,P03,4K Monitor,Displays,Mediterranean,Retail,Consumer,2,0,858,540,318,806.52
ORD-02355,2026-06-13,P11,Standing Desk,Office,Aegean,Online,Small Business,1,0.05,664.05,440,224.05,657.06
ORD-02356,2026-06-13,P06,Wireless Mouse,Accessories,Mediterranean,Marketplace,Small Business,1,0,59,25,34,55.46
ORD-02357,2026-06-13,P04,27-inch Monitor,Displays,Aegean,Online,Small Business,1,0,289,185,104,271.66
ORD-02358,2026-06-13,P06,Wireless Mouse,Accessories,Aegean,Marketplace,Consumer,3,0.1,159.3,75,84.3,166.38
ORD-02359,2026-06-13,P03,4K Monitor,Displays,Aegean,Retail,Corporate,1,0.05,407.55,270,137.55,403.26
ORD-02360,2026-06-13,P05,Mechanical Keyboard,Accessories,Marmara,Retail,Small Business,1,0.05,113.05,61,52.05,111.86
ORD-02361,2026-06-14,P05,Mechanical Keyboard,Accessories,Central Anatolia,Online,Small Business,2,0,238,122,116,223.72
ORD-02362,2026-06-14,P08,Noise-Cancel Headphones,Audio,Central Anatolia,Retail,Small Business,4,0,996,532,464,936.24
ORD-02363,2026-06-14,P06,Wireless Mouse,Accessories,Mediterranean,Online,Corporate,2,0,118,50,68,110.92
ORD-02364,2026-06-14,P06,Wireless Mouse,Accessories,Central Anatolia,Online,Consumer,1,0,59,25,34,55.46
ORD-02365,2026-06-14,P01,Laptop Pro 14,Computing,Marmara,Marketplace,Small Business,2,0,2598,1640,958,2442.12
ORD-02366,2026-06-14,P03,4K Monitor,Displays,Marmara,Online,Corporate,1,0.05,407.55,270,137.55,403.26
ORD-02367,2026-06-14,P04,27-inch Monitor,Displays,Mediterranean,Retail,Corporate,1,0.1,260.1,185,75.1,271.66
ORD-02368,2026-06-14,P09,Portable Speaker,Audio,Marmara,Online,Corporate,2,0.05,226.1,126,100.1,223.72
ORD-02369,2026-06-14,P07,USB-C Dock,Accessories,Marmara,Marketplace,Corporate,2,0.15,287.3,184,103.3,317.72
ORD-02370,2026-06-14,P11,Standing Desk,Office,Mediterranean,Retail,Small Business,2,0,1398,880,518,1314.12
ORD-02371,2026-06-15,P11,Standing Desk,Office,Aegean,Marketplace,Small Business,1,0.05,664.05,440,224.05,657.06
ORD-02372,2026-06-15,P06,Wireless Mouse,Accessories,Central Anatolia,Retail,Consumer,1,0,59,25,34,55.46
ORD-02373,2026-06-15,P08,Noise-Cancel Headphones,Audio,Central Anatolia,Online,Small Business,3,0,747,399,348,702.18
ORD-02374,2026-06-15,P04,27-inch Monitor,Displays,Marmara,Marketplace,Consumer,1,0.05,274.55,185,89.55,271.66
ORD-02375,2026-06-15,P05,Mechanical Keyboard,Accessories,Mediterranean,Online,Small Business,2,0,238,122,116,223.72
ORD-02376,2026-06-15,P11,Standing Desk,Office,Aegean,Marketplace,Consumer,1,0,699,440,259,657.06
ORD-02377,2026-06-15,P06,Wireless Mouse,Accessories,Mediterranean,Marketplace,Corporate,2,0.1,106.2,50,56.2,110.92
ORD-02378,2026-06-15,P02,Office Laptop 15,Computing,Mediterranean,Marketplace,Consumer,1,0,899,590,309,845.06
ORD-02379,2026-06-16,P09,Portable Speaker,Audio,Mediterranean,Online,Small Business,2,0,238,126,112,223.72
ORD-02380,2026-06-16,P07,USB-C Dock,Accessories,Mediterranean,Retail,Corporate,2,0,338,184,154,317.72
ORD-02381,2026-06-16,P04,27-inch Monitor,Displays,Mediterranean,Online,Small Business,1,0.1,260.1,185,75.1,271.66
ORD-02382,2026-06-16,P06,Wireless Mouse,Accessories,Mediterranean,Marketplace,Consumer,2,0,118,50,68,110.92
ORD-02383,2026-06-16,P03,4K Monitor,Displays,Central Anatolia,Online,Small Business,1,0,429,270,159,403.26
ORD-02384,2026-06-16,P05,Mechanical Keyboard,Accessories,Aegean,Marketplace,Corporate,1,0.05,113.05,61,52.05,111.86
ORD-02385,2026-06-16,P09,Portable Speaker,Audio,Marmara,Retail,Consumer,1,0,119,63,56,111.86
ORD-02386,2026-06-16,P06,Wireless Mouse,Accessories,Marmara,Online,Small Business,1,0,59,25,34,55.46
ORD-02387,2026-06-17,P10,Ergonomic Chair,Office,Central Anatolia,Retail,Small Business,1,0.05,474.05,315,159.05,469.06
ORD-02388,2026-06-17,P11,Standing Desk,Office,Central Anatolia,Online,Consumer,2,0.1,1258.2,880,378.2,1314.12
ORD-02389,2026-06-17,P12,Portable SSD 1TB,Storage,Aegean,Retail,Small Business,1,0.2,119.2,84,35.2,140.06
ORD-02390,2026-06-17,P10,Ergonomic Chair,Office,Marmara,Marketplace,Consumer,4,0.15,1696.6,1260,436.6,1876.24
ORD-02391,2026-06-17,P07,USB-C Dock,Accessories,Aegean,Retail,Corporate,1,0,169,92,77,158.86
ORD-02392,2026-06-18,P12,Portable SSD 1TB,Storage,Mediterranean,Online,Small Business,2,0,298,168,130,280.12
ORD-02393,2026-06-18,P02,Office Laptop 15,Computing,Aegean,Retail,Corporate,1,0.05,854.05,590,264.05,845.06
ORD-02394,2026-06-18,P09,Portable Speaker,Audio,Central Anatolia,Online,Small Business,3,0,357,189,168,335.58
ORD-02395,2026-06-18,P02,Office Laptop 15,Computing,Marmara,Retail,Corporate,2,0.2,1438.4,1180,258.4,1690.12
ORD-02396,2026-06-18,P04,27-inch Monitor,Displays,Marmara,Marketplace,Corporate,3,0,867,555,312,814.98
ORD-02397,2026-06-18,P11,Standing Desk,Office,Aegean,Online,Small Business,1,0.1,629.1,440,189.1,657.06
ORD-02398,2026-06-18,P10,Ergonomic Chair,Office,Marmara,Online,Corporate,2,0,998,630,368,938.12
ORD-02399,2026-06-18,P09,Portable Speaker,Audio,Central Anatolia,Marketplace,Small Business,3,0,357,189,168,335.58
ORD-02400,2026-06-18,P08,Noise-Cancel Headphones,Audio,Mediterranean,Retail,Corporate,1,0,249,133,116,234.06
ORD-02401,2026-06-18,P09,Portable Speaker,Audio,Aegean,Retail,Consumer,4,0.1,428.4,252,176.4,447.44
ORD-02402,2026-06-19,P07,USB-C Dock,Accessories,Mediterranean,Retail,Corporate,1,0,169,92,77,158.86
ORD-02403,2026-06-19,P11,Standing Desk,Office,Mediterranean,Online,Small Business,1,0.1,629.1,440,189.1,657.06
ORD-02404,2026-06-19,P04,27-inch Monitor,Displays,Mediterranean,Marketplace,Small Business,1,0.1,260.1,185,75.1,271.66
ORD-02405,2026-06-19,P03,4K Monitor,Displays,Central Anatolia,Online,Consumer,1,0,429,270,159,403.26
ORD-02406,2026-06-19,P07,USB-C Dock,Accessories,Marmara,Online,Consumer,2,0,338,184,154,317.72
ORD-02407,2026-06-20,P05,Mechanical Keyboard,Accessories,Central Anatolia,Online,Consumer,1,0,119,61,58,111.86
ORD-02408,2026-06-20,P08,Noise-Cancel Headphones,Audio,Marmara,Online,Corporate,4,0.1,896.4,532,364.4,936.24
ORD-02409,2026-06-20,P02,Office Laptop 15,Computing,Mediterranean,Retail,Consumer,3,0,2697,1770,927,2535.18
ORD-02410,2026-06-20,P09,Portable Speaker,Audio,Marmara,Marketplace,Corporate,1,0.1,107.1,63,44.1,111.86
ORD-02411,2026-06-20,P10,Ergonomic Chair,Office,Mediterranean,Retail,Small Business,1,0,499,315,184,469.06
ORD-02412,2026-06-20,P12,Portable SSD 1TB,Storage,Marmara,Retail,Small Business,1,0.05,141.55,84,57.55,140.06
ORD-02413,2026-06-20,P08,Noise-Cancel Headphones,Audio,Marmara,Marketplace,Corporate,1,0.1,224.1,133,91.1,234.06
ORD-02414,2026-06-21,P11,Standing Desk,Office,Central Anatolia,Online,Small Business,2,0.1,1258.2,880,378.2,1314.12
ORD-02415,2026-06-21,P06,Wireless Mouse,Accessories,Marmara,Online,Small Business,1,0.05,56.05,25,31.05,55.46
ORD-02416,2026-06-21,P10,Ergonomic Chair,Office,Central Anatolia,Online,Small Business,3,0,1497,945,552,1407.18
ORD-02417,2026-06-21,P10,Ergonomic Chair,Office,Central Anatolia,Marketplace,Corporate,1,0,499,315,184,469.06
ORD-02418,2026-06-21,P05,Mechanical Keyboard,Accessories,Mediterranean,Retail,Consumer,2,0,238,122,116,223.72
ORD-02419,2026-06-21,P04,27-inch Monitor,Displays,Mediterranean,Marketplace,Corporate,1,0.05,274.55,185,89.55,271.66
ORD-02420,2026-06-21,P10,Ergonomic Chair,Office,Marmara,Marketplace,Consumer,1,0,499,315,184,469.06
ORD-02421,2026-06-21,P06,Wireless Mouse,Accessories,Central Anatolia,Retail,Small Business,1,0.15,50.15,25,25.15,55.46
ORD-02422,2026-06-21,P08,Noise-Cancel Headphones,Audio,Aegean,Retail,Consumer,2,0.1,448.2,266,182.2,468.12
ORD-02423,2026-06-21,P07,USB-C Dock,Accessories,Marmara,Retail,Corporate,2,0,338,184,154,317.72
ORD-02424,2026-06-22,P11,Standing Desk,Office,Mediterranean,Marketplace,Corporate,1,0.05,664.05,440,224.05,657.06
ORD-02425,2026-06-22,P10,Ergonomic Chair,Office,Central Anatolia,Retail,Consumer,1,0,499,315,184,469.06
ORD-02426,2026-06-22,P08,Noise-Cancel Headphones,Audio,Mediterranean,Online,Consumer,1,0,249,133,116,234.06
ORD-02427,2026-06-22,P05,Mechanical Keyboard,Accessories,Central Anatolia,Retail,Corporate,1,0,119,61,58,111.86
ORD-02428,2026-06-22,P06,Wireless Mouse,Accessories,Aegean,Online,Corporate,1,0.05,56.05,25,31.05,55.46
ORD-02429,2026-06-22,P06,Wireless Mouse,Accessories,Mediterranean,Marketplace,Corporate,4,0,236,100,136,221.84
ORD-02430,2026-06-22,P09,Portable Speaker,Audio,Central Anatolia,Online,Corporate,1,0.05,113.05,63,50.05,111.86
ORD-02431,2026-06-23,P06,Wireless Mouse,Accessories,Marmara,Marketplace,Small Business,1,0.05,56.05,25,31.05,55.46
ORD-02432,2026-06-23,P10,Ergonomic Chair,Office,Aegean,Retail,Consumer,2,0.05,948.1,630,318.1,938.12
ORD-02433,2026-06-23,P01,Laptop Pro 14,Computing,Aegean,Marketplace,Small Business,1,0,1299,820,479,1221.06
ORD-02434,2026-06-23,P07,USB-C Dock,Accessories,Marmara,Online,Small Business,1,0,169,92,77,158.86
ORD-02435,2026-06-23,P12,Portable SSD 1TB,Storage,Aegean,Marketplace,Small Business,1,0,149,84,65,140.06
ORD-02436,2026-06-23,P03,4K Monitor,Displays,Marmara,Retail,Consumer,1,0,429,270,159,403.26
ORD-02437,2026-06-23,P02,Office Laptop 15,Computing,Central Anatolia,Online,Corporate,4,0.05,3416.2,2360,1056.2,3380.24
ORD-02438,2026-06-24,P12,Portable SSD 1TB,Storage,Mediterranean,Marketplace,Small Business,3,0.2,357.6,252,105.6,420.18
ORD-02439,2026-06-24,P02,Office Laptop 15,Computing,Aegean,Retail,Corporate,2,0.05,1708.1,1180,528.1,1690.12
ORD-02440,2026-06-24,P01,Laptop Pro 14,Computing,Central Anatolia,Marketplace,Small Business,1,0,1299,820,479,1221.06
ORD-02441,2026-06-24,P12,Portable SSD 1TB,Storage,Aegean,Online,Consumer,1,0.1,134.1,84,50.1,140.06
ORD-02442,2026-06-24,P04,27-inch Monitor,Displays,Mediterranean,Marketplace,Consumer,2,0.05,549.1,370,179.1,543.32
ORD-02443,2026-06-24,P11,Standing Desk,Office,Mediterranean,Marketplace,Small Business,2,0,1398,880,518,1314.12
ORD-02444,2026-06-25,P04,27-inch Monitor,Displays,Aegean,Retail,Consumer,2,0.15,491.3,370,121.3,543.32
ORD-02445,2026-06-25,P05,Mechanical Keyboard,Accessories,Mediterranean,Retail,Consumer,1,0,119,61,58,111.86
ORD-02446,2026-06-25,P02,Office Laptop 15,Computing,Aegean,Online,Consumer,1,0.05,854.05,590,264.05,845.06
ORD-02447,2026-06-25,P09,Portable Speaker,Audio,Central Anatolia,Marketplace,Consumer,2,0.1,214.2,126,88.2,223.72
ORD-02448,2026-06-25,P01,Laptop Pro 14,Computing,Central Anatolia,Marketplace,Small Business,1,0.05,1234.05,820,414.05,1221.06
ORD-02449,2026-06-25,P11,Standing Desk,Office,Aegean,Retail,Consumer,2,0,1398,880,518,1314.12
ORD-02450,2026-06-26,P04,27-inch Monitor,Displays,Mediterranean,Retail,Corporate,2,0,578,370,208,543.32
ORD-02451,2026-06-26,P08,Noise-Cancel Headphones,Audio,Aegean,Retail,Small Business,1,0,249,133,116,234.06
ORD-02452,2026-06-26,P11,Standing Desk,Office,Aegean,Retail,Small Business,1,0.05,664.05,440,224.05,657.06
ORD-02453,2026-06-26,P01,Laptop Pro 14,Computing,Central Anatolia,Retail,Corporate,1,0,1299,820,479,1221.06
ORD-02454,2026-06-26,P07,USB-C Dock,Accessories,Marmara,Online,Corporate,3,0,507,276,231,476.58
ORD-02455,2026-06-27,P05,Mechanical Keyboard,Accessories,Mediterranean,Online,Consumer,3,0.05,339.15,183,156.15,335.58
ORD-02456,2026-06-27,P12,Portable SSD 1TB,Storage,Central Anatolia,Retail,Small Business,3,0.2,357.6,252,105.6,420.18
ORD-02457,2026-06-27,P07,USB-C Dock,Accessories,Aegean,Online,Consumer,1,0.2,135.2,92,43.2,158.86
ORD-02458,2026-06-27,P09,Portable Speaker,Audio,Central Anatolia,Marketplace,Consumer,3,0.05,339.15,189,150.15,335.58
ORD-02459,2026-06-27,P12,Portable SSD 1TB,Storage,Mediterranean,Marketplace,Small Business,1,0,149,84,65,140.06
ORD-02460,2026-06-27,P03,4K Monitor,Displays,Marmara,Marketplace,Small Business,3,0.1,1158.3,810,348.3,1209.78
ORD-02461,2026-06-27,P06,Wireless Mouse,Accessories,Mediterranean,Retail,Consumer,1,0.1,53.1,25,28.1,55.46
ORD-02462,2026-06-27,P10,Ergonomic Chair,Office,Mediterranean,Marketplace,Corporate,2,0.1,898.2,630,268.2,938.12
ORD-02463,2026-06-28,P04,27-inch Monitor,Displays,Mediterranean,Marketplace,Consumer,1,0,289,185,104,271.66
ORD-02464,2026-06-28,P03,4K Monitor,Displays,Mediterranean,Retail,Small Business,3,0.1,1158.3,810,348.3,1209.78
ORD-02465,2026-06-28,P06,Wireless Mouse,Accessories,Central Anatolia,Retail,Corporate,1,0.1,53.1,25,28.1,55.46
ORD-02466,2026-06-28,P10,Ergonomic Chair,Office,Mediterranean,Online,Corporate,1,0.2,399.2,315,84.2,469.06
ORD-02467,2026-06-28,P08,Noise-Cancel Headphones,Audio,Aegean,Online,Consumer,2,0.1,448.2,266,182.2,468.12
ORD-02468,2026-06-28,P01,Laptop Pro 14,Computing,Marmara,Retail,Small Business,2,0.05,2468.1,1640,828.1,2442.12
ORD-02469,2026-06-28,P08,Noise-Cancel Headphones,Audio,Marmara,Marketplace,Corporate,1,0.05,236.55,133,103.55,234.06
ORD-02470,2026-06-28,P10,Ergonomic Chair,Office,Mediterranean,Online,Consumer,2,0,998,630,368,938.12
ORD-02471,2026-06-28,P05,Mechanical Keyboard,Accessories,Mediterranean,Marketplace,Small Business,1,0.05,113.05,61,52.05,111.86
ORD-02472,2026-06-29,P02,Office Laptop 15,Computing,Central Anatolia,Marketplace,Small Business,4,0.15,3056.6,2360,696.6,3380.24
ORD-02473,2026-06-29,P09,Portable Speaker,Audio,Marmara,Marketplace,Consumer,1,0.05,113.05,63,50.05,111.86
ORD-02474,2026-06-29,P06,Wireless Mouse,Accessories,Aegean,Retail,Small Business,3,0,177,75,102,166.38
ORD-02475,2026-06-29,P03,4K Monitor,Displays,Mediterranean,Marketplace,Consumer,1,0.05,407.55,270,137.55,403.26
ORD-02476,2026-06-29,P04,27-inch Monitor,Displays,Aegean,Marketplace,Corporate,1,0.1,260.1,185,75.1,271.66
ORD-02477,2026-06-29,P09,Portable Speaker,Audio,Marmara,Online,Consumer,3,0,357,189,168,335.58
ORD-02478,2026-06-29,P10,Ergonomic Chair,Office,Marmara,Retail,Consumer,2,0.05,948.1,630,318.1,938.12
ORD-02479,2026-06-29,P03,4K Monitor,Displays,Central Anatolia,Online,Consumer,1,0,429,270,159,403.26
ORD-02480,2026-06-29,P10,Ergonomic Chair,Office,Marmara,Retail,Corporate,1,0.05,474.05,315,159.05,469.06
ORD-02481,2026-06-29,P08,Noise-Cancel Headphones,Audio,Marmara,Marketplace,Consumer,1,0.05,236.55,133,103.55,234.06
ORD-02482,2026-06-30,P07,USB-C Dock,Accessories,Central Anatolia,Retail,Small Business,2,0.05,321.1,184,137.1,317.72
ORD-02483,2026-06-30,P12,Portable SSD 1TB,Storage,Aegean,Marketplace,Consumer,1,0.15,126.65,84,42.65,140.06
ORD-02484,2026-06-30,P03,4K Monitor,Displays,Central Anatolia,Marketplace,Consumer,4,0.15,1458.6,1080,378.6,1613.04
ORD-02485,2026-06-30,P11,Standing Desk,Office,Central Anatolia,Marketplace,Small Business,3,0.1,1887.3,1320,567.3,1971.18
ORD-02486,2026-06-30,P01,Laptop Pro 14,Computing,Central Anatolia,Retail,Corporate,2,0.1,2338.2,1640,698.2,2442.12
ORD-02487,2026-06-30,P11,Standing Desk,Office,Aegean,Retail,Consumer,1,0.05,664.05,440,224.05,657.06
ORD-02488,2026-06-30,P11,Standing Desk,Office,Aegean,Online,Small Business,2,0.05,1328.1,880,448.1,1314.12
ORD-02489,2026-06-30,P01,Laptop Pro 14,Computing,Central Anatolia,Retail,Small Business,2,0,2598,1640,958,2442.12
ORD-02490,2026-06-30,P02,Office Laptop 15,Computing,Mediterranean,Retail,Small Business,1,0.2,719.2,590,129.2,845.06
ORD-02491,2026-06-30,P07,USB-C Dock,Accessories,Marmara,Retail,Consumer,2,0,338,184,154,317.72
ORD-02492,2026-07-01,P11,Standing Desk,Office,Marmara,Marketplace,Corporate,1,0.1,629.1,440,189.1,657.06
ORD-02493,2026-07-01,P03,4K Monitor,Displays,Aegean,Retail,Consumer,1,0,429,270,159,403.26
ORD-02494,2026-07-01,P03,4K Monitor,Displays,Marmara,Retail,Corporate,3,0.1,1158.3,810,348.3,1209.78
ORD-02495,2026-07-01,P08,Noise-Cancel Headphones,Audio,Marmara,Marketplace,Consumer,1,0.05,236.55,133,103.55,234.06
ORD-02496,2026-07-01,P10,Ergonomic Chair,Office,Mediterranean,Retail,Corporate,2,0.1,898.2,630,268.2,938.12
ORD-02497,2026-07-01,P12,Portable SSD 1TB,Storage,Aegean,Retail,Consumer,1,0.15,126.65,84,42.65,140.06
ORD-02498,2026-07-01,P07,USB-C Dock,Accessories,Aegean,Retail,Consumer,1,0,169,92,77,158.86
ORD-02499,2026-07-01,P02,Office Laptop 15,Computing,Mediterranean,Retail,Corporate,2,0.1,1618.2,1180,438.2,1690.12
ORD-02500,2026-07-01,P03,4K Monitor,Displays,Aegean,Online,Consumer,2,0.05,815.1,540,275.1,806.52
